"","site","mean_precip","mean_temp","all_developed","Agriculture","Minimally_Managed"
"1","D02_SERC",907.396240234375,13.0032167434692,16.2391346970786,15.7887284055508,51.8838637997516
"2","D03_DSNY",1035.13221740723,22.4188919067383,14.1069051559645,10.6171264873948,70.9151368833417
"3","D09_NOGP",342.962341308594,5.28412103652954,13.4150463491098,26.5913757700205,58.8304138041761
"4","D02_SCBI",807.376480102539,12.3922662734985,13.2017515195085,8.54246999106812,78.158290307823
"5","D07_ORNL",1173.80981445312,13.1449699401855,12.9472528416236,9.02541359194715,69.9450384301602
"6","D06_UKFS",833.065032958984,13.13134765625,12.904983097838,58.6108611590749,27.0629149541574
"7","D03_OSBS",1105.67420959473,20.5067100524902,12.8576566092477,12.1755785339362,70.284751433455
"8","D04_LAJA",1342.59613037109,25.3579730987549,12.5819878910192,17.418372495315,69.8158425832492
"9","D04_GUAN",1625.64880371094,24.1664600372314,12.1431383073895,10.5084988370013,60.2776883163357
"10","D08_DELA",1153.76731872559,17.7972621917725,8.94986869670414,23.5360420170547,58.1316573721637
"11","D06_KONZ",717.663269042969,12.6408634185791,6.86106786101019,19.548404872204,71.5564910392198
"12","D02_BLAN",804.609832763672,12.135591506958,6.28079561634379,59.2854985546015,32.8998576174656
"13","D01_HOPB",947.056198120117,7.90917158126831,5.18653321201092,3.24284703265595,91.4391871398241
"14","D11_CLBJ",688.489379882812,17.5448303222656,5.10455581970792,5.5392751443404,88.6167580418223
"15","D16_WREF",1822.91122436523,7.33220410346985,4.91455350951197,0.149735643708674,94.8124770869129
"16","D05_UNDE",696.644744873047,3.60177946090698,4.77285847244966,0.000883589967130453,79.0818911181536
"17","D05_LIRO",689.790573120117,3.76783037185669,4.63742690058479,0,83.0350877192982
"18","D16_ABBY",1453.85009765625,9.8093090057373,4.48479956954533,0.259617971482378,95.2549098735539
"19","D01_HARV",941.373748779297,8.05085563659668,4.35254983438511,2.28421561330422,85.9991040216728
"20","D11_PRIN",682.873382568359,17.4288845062256,4.3079700266075,5.93826684593037,89.6033320484012
"21","D03_JERC",1105.35502115885,18.7144654591878,4.2485835694051,44.8677998111426,49.960103871577
"22","D08_TALL",1137.55302429199,17.4568786621094,4.05951269339304,0.0665493884162793,95.5148807527819
"23","D11_OAES",557.241630554199,14.8988370895386,3.87480159064013,37.0050983493463,58.3413257951798
"24","D01_BART",1070.06843566895,3.93634486198425,3.782252258529,0.278687382428761,95.7240065956014
"25","D10_STER",361.405868530273,9.67535972595215,3.39600610916218,67.0162580860391,29.5877358047987
"26","D05_STEI",667.564010620117,4.3017110824585,3.02832902409814,3.72250763909875,89.7572277626675
"27","D18_BARR",102.90177822113,-12.1708755493164,2.83123772002323,0,61.9732227787015
"28","D06_MCDI",722.273025512695,12.6655721664429,2.68187221590835,17.3466055309532,79.6188162140272
"29","D11_BLUE",851.613922119141,16.0056133270264,2.64934520383186,15.0235307315584,81.7712691514776
"30","D07_MLBS",905.270462036133,9.85722160339355,2.34655185695577,5.41423081202763,92.1608990764437
"31","D09_WOOD",372.904891967773,4.2139630317688,2.29490259508575,34.2988986941319,52.72741688669
"32","D05_CHEQ",696.937713623047,4.24284744262695,2.1703254945389,0,97.7873319870584
"33","D19_DEJU",235.882263183594,-3.01581120491028,1.98323416373073,0,97.4097171369052
"34","D13_WLOU",372.071838378906,0.606707751750946,1.94338450616736,0,98.0566154938326
"35","D10_ARIK",338.055419921875,10.0830249786377,1.92495320211016,22.7556866526746,75.3193601452153
"36","D04_CUPE",1817.34298706055,24.7667369842529,1.76023391812866,0,98.2397660818713
"37","D07_GRSM",1091.06386820475,13.0937258402507,1.72201441474318,0.0786880759054831,98.1894614998632
"38","D08_LENO",1205.88638305664,18.1616687774658,1.70672329845644,1.88218688490625,92.0374494975655
"39","D17_SJER",596.6455078125,14.8910341262817,1.54301379898468,0.0200317073310325,98.3957464100319
"40","D20_PUUM",2305.04989624023,21.7312126159668,1.38924939467312,0,98.6107506053269
"41","D10_RMNP",394.652290344238,0.472279191017151,1.30502696763571,0.430417865315207,98.2420169224653
"42","D10_CPER",323.731002807617,8.05503082275391,1.22345908060194,0.101010101010101,98.675530818388
"43","D04_GUIL",1935.39779663086,23.8163604736328,1.20039415927618,0,98.7996058407238
"44","D13_NIWO",401.961669921875,0.172279059886932,1.12183033145993,0.00752312253839005,97.3261937425322
"45","D19_HEAL",306.432590484619,-4.49712514877319,1.04253753542185,0,98.4334538850532
"46","D13_MOAB",265.022621154785,10.1453800201416,0.849831694569935,0.344915404375941,98.8035919922048
"47","D12_YELL",441.531829833984,1.88295686244965,0.83616570883547,0,98.7831982677536
"48","D18_TOOL",168.904857635498,-10.2727584838867,0.690260406612276,0,97.1836698061767
"49","D15_ONAQ",384.622840881348,8.49767303466797,0.528392702305746,2.25018138061616,97.1977137194529
"50","D14_SRER",273.937015533447,19.0512657165527,0.524748987141096,0.0052844812400916,99.4692619341201
"51","D18_OKSR",161.709785461426,-10.7400407791138,0.469639938427272,0,95.9765540105219
"52","D15_REDB",376.308670043945,9.82368278503418,0.412876588607187,0,99.5871234113928
"53","D19_BONA",232.845306396484,-5.32778882980347,0.400823043219721,0,99.5071195228937
"54","D17_SOAP",614.821586608887,12.8012320200602,0.127058257928264,0,99.8729417420717
"55","D14_JORN",213.158807754517,15.0204310417175,0.0991023854155026,0,99.9008976145845
"56","D17_TEAK",599.143714904785,7.07967090606689,0.036783083554189,0,98.7666663522813
"57","D16_MCRA",1490.06652832031,7.17700242996216,0,0,100
